,Destination latitude( deg N ),Destination longitudes( deg E ),Distance,Fare,Starting latitude( deg N),Starting longitude( deg E ),Timestamp,Total luggage weight,Traffic stuck time,Vehicle type,Wait time
18184,12.913498,80.245871,19,190.0,12.974326,80.169091,2016-12-25 12:42:58,8.0,19,taxi Non Ac,3.0
18185,13.134117,80.20895,31,29.82,13.023793,80.173667,2015-02-06 05:35:27,,58,bus,
18186,25.363796,82.987595,25,72.18,25.316038,82.979098,2015-01-01 20:28:05,,46,Mini bus,
18187,22.732406,88.440114,42,40.0,22.502825,88.377393,2015-07-02 12:51:21,,70,Metro,
18188,22.683461,88.419217,10,139.7,22.619059,88.443721,2015-05-11 00:31:05,8.0,0,Taxi Non AC,17.0
18189,22.503797,88.425852,43,605.0,22.542294,88.413905,2015-01-08 04:50:54,4.0,61,taxi Non ac,10.0
18190,13.185823,80.184748,44,36.63,12.996003,80.246068,2016-02-14 23:17:33,,12,Ac Bus,
18191,25.318733,82.968918,47,79.48,25.30548,83.005029,2016-10-15 14:40:29,,5,ac bus,
18192,22.585482,88.399687,31,481.2,22.479918,88.427415,2016-04-25 15:13:50,18.0,61,Taxi AC,0.0
18193,25.330993,83.002536,11,61.67,25.283517,83.011183,2015-08-01 18:34:09,,20,mini bus,
18194,28.661211,77.12542,37,948.0,28.623171,77.003956,2016-06-07 13:20:49,26.0,44,Taxi AC,19.0
18195,28.633421,76.997791,24,51.11,28.658624,77.032411,2015-10-15 00:31:57,,47,bus,
18196,13.130889,80.199226,36,352.8,12.934638,80.178815,2015-05-23 13:37:48,18.0,20,Taxi non ac,1.0
18197,19.189926,72.863206,25,42.15,19.129113,72.875331,2015-11-26 10:47:31,,16,Bus,
18198,12.93154,80.233885,22,201.15,12.956436,80.212375,2016-08-05 01:05:51,,30,AUTO RICKSHAW,
18199,22.728954,88.390297,27,30.02,22.572132,88.380465,2015-12-27 14:52:11,,23,Metro,
18200,12.958602,77.497884,32,46.13,12.902657,77.709349,2016-02-21 08:47:08,,13,AC bus,
18201,13.026606,77.517438,31,28.67,13.065431,77.522768,2015-07-03 16:55:14,,25,Metro,
18202,12.90462,77.617777,46,36.83,12.902485,77.509273,2015-10-16 18:09:42,,13,Metro,
18203,25.353738,82.978983,15,393.0,25.382526,83.020733,2015-01-06 19:06:07,22.0,26,taxi ac,10.0
18204,19.025688,72.836447,15,302.4,19.01376,72.837638,2015-11-21 11:05:50,24.0,20,Taxi AC,1.0
18205,19.087073,72.847936,48,44.35,19.243245,72.863684,2016-10-27 04:48:40,,25,Bus,
18206,28.657124,77.120002,30,615.0,28.664303,77.002672,2015-12-18 15:11:24,28.0,15,taxi non ac,6.0
18207,19.01838,72.861674,11,167.62,19.09126,72.881755,2015-02-19 02:22:28,,9,auto rickshaw,
18208,22.46301,88.375121,20,160.0,22.464755,88.403938,2016-05-14 18:18:22,,23,AUTO RICKSHAW,
18209,28.738643,77.055174,41,63.44,28.588583,77.133015,2016-08-05 04:50:39,,78,Mini Bus,
18210,28.704744,76.975413,28,77.84,28.760047,77.208118,2015-08-26 05:41:35,,8,mini bus,
18211,28.564465,77.063769,45,825.0,28.76959,76.992278,2016-08-01 10:53:36,,85,AUTO RICKSHAW,
18212,28.760819,77.227579,42,74.21,28.624529,76.970505,2016-11-08 13:01:05,,48,Ac Bus,
18213,28.709496,77.08797,25,77.22,28.588859,76.992669,2015-06-04 12:32:50,,37,Ac Bus,
18214,13.1241,77.474358,28,306.01,12.917933,77.568337,2015-08-04 23:13:55,,24,AUTO RICKSHAW,
18215,22.463911,88.393232,24,45.2,22.548455,88.42251,2015-10-11 13:25:22,,19,AC Bus,
18216,28.638337,77.007044,20,68.89,28.761681,77.003567,2015-07-04 02:59:24,,2,Bus,
18217,13.104387,80.246041,42,24.08,12.960873,80.153133,2015-10-22 02:58:02,,26,bus,
18218,19.206849,72.844749,43,736.0,19.024985,72.879483,2016-11-08 13:16:58,26.0,61,taxi Non ac,14.0
18219,25.287112,82.964355,49,1415.7,25.365901,82.985744,2016-05-08 23:15:16,5.0,96,Taxi AC,18.0
18220,19.093074,72.841858,48,1005.73,19.073139,72.839313,2016-04-20 07:03:35,,15,AUTO RICKSHAW,
18221,25.345777,82.982736,25,688.6,25.363305,82.972828,2016-11-05 05:24:46,8.0,22,taxi ac,7.0
18222,22.65742,88.42253,41,658.68,22.498429,88.419766,2015-09-20 08:28:35,18.0,7,taxi ac,10.0
18223,12.997818,80.187517,46,34.67,13.131727,80.248844,2016-09-07 18:45:41,,26,metro,
18224,22.698726,88.404058,23,29.72,22.528415,88.398201,2016-01-28 14:40:24,,39,bus,
18225,28.729298,77.230069,29,79.73,28.572205,77.149918,2015-06-22 02:08:17,,26,mini bus,
18226,12.989751,77.610395,44,587.73,12.908681,77.658601,2016-10-03 03:13:43,,61,Auto rickshaw,
18227,22.657176,88.421516,24,378.6,22.492321,88.451022,2015-05-23 14:29:56,18.0,40,taxi ac,18.0
18228,25.277856,83.017405,44,1226.5,25.311809,82.99461,2016-09-09 23:44:47,10.0,48,Taxi AC,14.0
18229,19.254364,72.871136,47,790.0,19.174903,72.883349,2016-09-14 15:58:12,24.0,57,taxi Non Ac,3.0
18230,13.089352,77.516767,47,37.54,13.101582,77.693367,2015-04-08 02:57:14,,10,metro,
18231,28.61769,77.183876,21,71.67,28.628167,76.987492,2016-12-02 08:57:12,,22,bus,
18232,25.299029,82.962116,48,1131.17,25.303282,83.005413,2015-01-20 03:16:49,24.0,76,taxi Non Ac,9.0
18233,22.561925,88.427503,22,27.0,22.591111,88.436225,2015-05-08 22:32:30,,21,Metro,
18234,13.12025,80.234265,46,503.8,12.95136,80.200173,2016-12-05 21:41:22,24.0,25,taxi Non Ac,19.0
18235,25.375738,83.00168,16,392.33,25.351236,83.000757,2015-12-19 05:18:53,12.0,30,taxi non ac,17.0
18236,19.153649,72.839571,41,52.22,19.112433,72.859765,2016-01-10 20:03:07,,12,Metro,
18237,13.067845,80.256764,28,37.36,12.992377,80.178245,2015-11-23 10:58:37,,48,mini Bus,
18238,12.845424,77.630257,37,33.39,13.082154,77.505417,2016-03-24 12:39:46,,40,metro,
18239,22.518298,88.414155,43,662.4,22.667275,88.409528,2015-07-26 11:33:04,28.0,66,Taxi AC,9.0
18240,28.644943,76.975187,33,841.0,28.700443,77.008515,2016-06-08 13:47:00,8.0,43,taxi ac,9.0
18241,13.183319,80.191027,27,364.32,13.071958,80.178724,2015-05-22 00:58:26,17.0,32,taxi ac,13.0
18242,25.358886,83.006899,19,66.11,25.334963,82.976157,2016-11-19 18:12:42,,33,Bus,
18243,25.364457,82.96692,11,279.0,25.364236,82.97685,2016-03-19 09:25:17,7.0,2,Taxi AC,16.0
18244,13.038606,77.519726,37,36.5,13.002368,77.51792,2015-05-27 11:35:54,,7,Bus,
18245,12.843911,77.498599,36,396.95,13.069222,77.613089,2015-09-24 14:25:31,29.0,64,taxi Non Ac,9.0
18246,25.297669,83.010611,17,60.56,25.330985,83.009119,2016-09-20 19:15:25,,21,Bus,
18247,28.580791,77.234058,25,77.22,28.750549,77.152179,2016-12-27 11:01:52,,20,Ac Bus,
18248,22.633619,88.3812,41,43.9,22.697221,88.443113,2016-07-06 05:12:53,,71,ac bus,
18249,28.590105,77.03701,20,96.67,28.585793,77.205933,2016-07-01 22:05:54,,28,AC bus,
18250,12.949936,77.511945,49,259.68,12.922928,77.626923,2015-05-09 17:08:08,9.0,2,Taxi Non AC,12.0
18251,25.299008,83.023881,49,81.58,25.334027,83.009732,2016-09-04 04:37:16,,35,Ac Bus,
18252,12.910208,80.249819,34,349.72,13.119884,80.155765,2015-12-03 08:02:06,,43,Auto rickshaw,
18253,13.036977,77.701428,39,422.88,12.952967,77.558609,2016-11-12 10:54:18,6.0,56,taxi non ac,6.0
18254,22.525055,88.427691,8,13.0,22.548869,88.435064,2015-07-24 20:24:33,,9,Metro,
18255,28.742703,77.090716,30,81.62,28.765259,77.066283,2016-10-17 22:30:57,,18,Mini Bus,
18256,12.957279,80.240193,44,33.33,13.174237,80.193109,2015-04-22 13:18:21,,59,Metro,
18257,28.680128,77.041013,47,79.48,28.680092,77.064747,2016-01-17 20:28:29,,75,AC Bus,
18258,22.718977,88.395432,32,411.44,22.610254,88.425462,2015-05-20 21:58:44,,60,Auto Rickshaw,
18259,13.205317,80.191598,45,32.25,13.023164,80.141064,2015-06-10 20:29:26,,3,mini Bus,
18260,12.958377,77.597315,35,388.88,12.921571,77.523923,2016-12-16 14:02:10,14.0,63,taxi non ac,15.0
18261,22.618364,88.415847,28,252.0,22.480771,88.413459,2016-10-14 11:37:08,,44,auto rickshaw,
18262,22.511626,88.379615,33,297.0,22.722396,88.446612,2015-11-23 11:58:31,,39,Auto rickshaw,
18263,12.847995,77.591107,17,30.88,12.927398,77.575372,2015-10-22 11:18:18,,17,bus,
18264,19.116365,72.851717,36,51.15,19.249327,72.8554,2015-06-19 06:01:00,,3,metro,
18265,22.557896,88.440074,30,270.0,22.602231,88.443509,2015-04-20 12:13:48,,31,Auto rickshaw,
18266,22.496881,88.396883,37,516.45,22.614774,88.435221,2016-12-10 04:45:25,7.0,53,taxi non Ac,1.0
18267,22.574106,88.421556,26,29.09,22.638597,88.439202,2015-07-16 17:17:26,,31,metro,
18268,22.688841,88.447332,24,27.24,22.506362,88.448935,2015-11-04 16:40:19,,35,metro,
18269,25.32796,82.967123,49,1310.1,25.323996,83.006361,2015-03-16 05:28:41,6.0,3,Taxi AC,15.0
18270,19.188106,72.86482,33,565.73,19.099318,72.851825,2015-04-02 01:20:32,,62,AUTO RICKSHAW,
18271,28.613698,77.05117,35,867.0,28.601561,77.195567,2016-05-07 18:49:59,29.0,11,Taxi AC,19.0
18272,25.324864,82.981334,47,1095.42,25.370274,82.987692,2015-11-01 07:40:43,21.0,60,taxi non ac,10.0
18273,22.516423,88.392165,26,47.47,22.720075,88.44802,2016-03-10 05:47:24,,10,Ac Bus,
18274,19.249309,72.86919,28,553.6,19.245019,72.869818,2016-12-26 14:55:06,5.0,21,taxi ac,2.0
18275,28.672707,77.042613,17,86.67,28.607348,76.965266,2015-05-21 17:29:11,,1,ac bus,
18276,12.904299,80.133829,43,36.13,13.205455,80.217963,2016-12-01 21:31:14,,23,AC Bus,
18277,19.095436,72.849623,31,44.97,19.221118,72.884283,2015-10-16 13:41:13,,7,metro,
18278,19.045878,72.875528,7,26.22,19.0783,72.875377,2016-08-17 04:50:12,,9,Bus,
18279,12.899613,77.471459,42,34.0,13.104044,77.626796,2015-12-07 05:07:03,,44,metro,
18280,19.144412,72.87732,7,134.93,19.160086,72.855534,2015-01-23 06:17:10,18.0,5,Taxi Non AC,14.0
18281,28.76828,77.024036,40,105.55,28.608368,77.011108,2016-02-26 01:23:12,,0,Ac Bus,
18282,25.334764,83.001421,14,71.67,25.35346,82.997345,2016-04-19 16:01:40,,13,Mini Bus,
18283,28.719844,77.179849,49,56.31,28.63747,77.089147,2016-09-23 01:11:19,,76,bus,
18284,12.940963,77.627668,29,27.09,12.900614,77.681241,2016-05-17 05:46:50,,45,metro,
18285,22.659984,88.418963,23,26.31,22.581274,88.379865,2015-06-23 01:05:59,,21,metro,
18286,19.085997,72.84501,47,43.65,19.150496,72.875593,2016-10-19 03:20:15,,4,bus,
18287,13.120281,77.625044,44,35.42,13.021382,77.544751,2015-03-20 23:02:49,,12,metro,
18288,25.368828,83.021921,30,81.62,25.358812,83.024157,2016-05-12 04:54:00,,7,Mini bus,
18289,19.174947,72.836494,26,38.79,19.208089,72.862744,2015-02-14 23:54:23,,51,Metro,
18290,22.460745,88.41951,45,780.78,22.67197,88.402057,2015-01-07 01:26:22,28.0,87,taxi ac,19.0
18291,12.848429,77.704197,37,1247.0,13.095024,77.524574,2016-03-26 23:05:23,6.0,52,taxi Non ac,15.0
18292,28.638842,77.170804,41,49.3,28.764059,77.19543,2016-04-10 12:33:47,,76,bus,
18293,12.92664,80.150115,21,20.8,13.090661,80.159947,2016-08-21 02:50:59,,3,Metro,
18294,13.139712,77.635211,34,45.47,12.912242,77.664587,2016-08-23 10:25:08,,60,mini Bus,
18295,22.472096,88.426018,49,613.0,22.685789,88.420751,2015-04-10 17:25:08,19.0,42,Taxi non ac,11.0
18296,28.646109,77.224931,38,101.78,28.669346,77.060603,2016-12-18 16:03:14,,72,Ac Bus,
18297,12.91365,77.628573,49,519.77,13.069663,77.480844,2016-10-25 16:51:34,8.0,49,taxi Non ac,1.0
18298,28.626481,77.234192,31,56.21,28.699129,76.975926,2015-07-05 07:33:16,,50,Metro,
18299,22.682618,88.419913,10,80.0,22.647356,88.414087,2016-12-16 10:21:56,,8,Auto rickshaw,
18300,28.758686,77.211486,26,629.75,28.762767,76.977076,2016-01-03 23:32:04,30.0,49,taxi Non ac,17.0
18301,13.104759,80.200703,27,26.8,13.090078,80.238638,2016-12-04 14:45:30,,36,bus,
18302,25.260123,82.969259,47,944.17,25.345128,83.014843,2015-06-23 17:03:21,6.0,6,Taxi non Ac,2.0
18303,28.685462,77.20681,23,43.86,28.664875,77.179322,2016-01-02 05:36:41,,19,Metro,
18304,19.110454,72.882349,41,745.8,19.191556,72.840956,2016-09-25 01:07:49,19.0,17,taxi Non ac,19.0
18305,13.035907,80.217794,18,43.2,12.920993,80.151348,2016-11-04 20:55:10,,33,Ac Bus,
18306,12.884201,80.239213,35,360.01,12.907776,80.154699,2016-03-11 08:13:11,,55,auto rickshaw,
18307,19.165483,72.848337,34,615.27,19.075865,72.839171,2016-06-04 21:32:20,3.0,25,Taxi Non AC,1.0
18308,28.666753,77.044671,9,60.0,28.726548,77.001586,2016-07-23 21:42:20,,13,ac bus,
18309,22.609669,88.415325,11,16.0,22.626715,88.379049,2015-05-21 15:26:34,,10,Metro,
18310,25.275143,82.997512,4,101.0,25.265866,82.987762,2015-07-01 18:21:20,14.0,7,Taxi AC,1.0
18311,19.155621,72.839381,7,42.67,19.201034,72.867508,2016-12-01 04:55:32,,8,ac bus,
18312,28.717245,77.231863,34,89.16,28.574892,77.168798,2016-01-11 14:54:43,,39,Mini bus,
18313,19.10948,72.88091,33,69.82,19.13317,72.843585,2015-06-09 08:27:28,,42,mini Bus,
18314,19.041888,72.85876,19,305.33,19.106416,72.863077,2015-07-10 19:46:54,30.0,0,taxi non Ac,0.0
18315,28.675312,77.03339,32,886.6,28.667353,77.163471,2015-04-02 22:46:25,3.0,41,taxi ac,0.0
18316,25.308659,82.993758,42,74.21,25.3219,83.01437,2016-03-03 21:44:53,,54,ac bus,
18317,28.669058,77.195585,34,878.0,28.687012,77.02396,2015-08-20 09:49:17,18.0,59,Taxi AC,6.0
18318,25.31961,83.001788,31,751.0,25.263143,82.97693,2016-05-20 14:52:14,3.0,0,Taxi AC,10.0
18319,28.623064,77.035671,22,598.4,28.716301,76.979512,2015-01-27 01:00:47,2.0,17,Taxi AC,2.0
18320,12.986247,80.154588,7,64.0,13.023116,80.178669,2016-10-28 05:32:46,,7,AUTO RICKSHAW,
18321,28.652923,76.994446,27,81.0,28.703191,77.154855,2016-08-11 00:03:27,,3,ac bus,
18322,28.684892,77.184863,25,72.18,28.761828,77.049377,2016-07-06 05:32:13,,16,mini bus,
18323,28.765876,77.13525,49,1043.33,28.617074,77.021047,2015-10-18 13:07:17,11.0,60,taxi non ac,19.0
18324,22.543595,88.444917,41,692.34,22.700652,88.413145,2015-05-25 23:42:10,15.0,67,taxi ac,1.0
18325,25.270847,83.010081,8,203.0,25.303533,82.988783,2016-06-17 14:52:00,7.0,8,Taxi AC,6.0
18326,13.002865,80.161329,11,21.07,13.004345,80.196614,2016-03-19 12:27:29,,16,Bus,
18327,19.153324,72.841769,19,70.67,19.178793,72.866311,2015-08-20 23:47:31,,2,Mini Bus,
18328,25.367541,83.018036,34,728.59,25.376653,82.980205,2016-08-07 03:07:07,,51,auto rickshaw,
18329,22.72481,88.435206,49,48.95,22.737257,88.412356,2015-07-10 20:44:06,,53,ac bus,
18330,25.324086,82.992502,6,142.5,25.32629,83.001664,2016-05-22 12:49:49,2.0,11,taxi Non ac,19.0
18331,28.677173,77.173255,10,243.83,28.644881,77.138365,2016-05-26 06:01:42,20.0,15,taxi non ac,14.0
18332,13.083772,80.140194,17,176.4,13.025776,80.255905,2015-07-09 13:36:06,11.0,25,Taxi non Ac,11.0
18333,19.066417,72.860104,27,44.67,19.184295,72.883357,2015-10-15 11:35:46,,41,bus,
18334,13.162426,80.215634,39,35.87,13.079352,80.136638,2016-07-11 19:54:59,,47,Bus,
18335,28.702339,77.205487,31,56.21,28.742336,76.963055,2016-04-04 08:50:34,,19,metro,
18336,13.052453,80.156113,40,501.12,13.163516,80.13848,2016-03-15 16:04:00,5.0,68,Taxi AC,19.0
18337,12.989215,80.174398,47,413.6,12.894721,80.151996,2016-06-05 20:37:11,,63,Auto rickshaw,
18338,19.062761,72.876488,24,450.27,19.169486,72.850311,2016-06-08 03:34:54,10.0,24,Taxi non ac,17.0
18339,22.629159,88.403306,31,50.1,22.480641,88.409239,2016-02-02 10:57:39,,56,Mini bus,
18340,13.162873,80.220008,18,115.2,13.088921,80.17911,2016-06-16 15:36:39,,5,auto rickshaw,
18341,22.550747,88.433841,27,48.6,22.678103,88.444613,2016-08-16 20:39:17,,18,Ac Bus,
18342,28.625735,77.022307,30,60.55,28.701446,77.211162,2016-01-02 11:44:31,,11,bus,
18343,13.038733,80.255218,33,31.33,13.061473,80.18944,2016-07-02 12:35:20,,64,bus,
18344,19.177444,72.867706,18,30.67,19.046029,72.836903,2016-09-05 03:36:29,,9,metro,
18345,19.203272,72.836969,15,160.0,19.087417,72.851315,2016-05-17 15:54:03,,1,AUTO RICKSHAW,
18346,28.765526,77.041684,47,73.61,28.564886,76.974216,2015-09-22 13:24:14,,42,metro,
18347,12.96328,77.471029,41,32.35,13.137378,77.651544,2016-02-19 14:47:35,,8,mini Bus,
18348,19.096606,72.872499,48,64.42,19.123597,72.883197,2015-11-26 02:01:00,,95,Ac Bus,
18349,19.137343,72.876037,38,58.52,19.254473,72.869837,2015-04-24 05:30:54,,54,bus,
18350,,,33,31.33,12.892702,80.136446,2015-12-09 16:14:57,,33,Bus,
18351,13.087056,80.197725,30,41.6,13.066151,80.228065,2016-05-27 00:53:58,,39,ac bus,
18352,19.24783,72.875683,11,178.67,19.171304,72.865456,2016-04-20 16:44:52,20.0,2,Taxi non ac,5.0
18353,12.909428,80.24202,19,121.6,13.059726,80.191119,2016-07-11 16:09:10,,16,auto rickshaw,
18354,22.565594,88.410832,21,343.86,22.555471,88.403535,2016-01-11 05:04:53,6.0,8,Taxi AC,12.0
18355,28.671943,77.219246,40,857.16,28.644834,77.09129,2015-01-26 21:52:14,,44,Auto Rickshaw,
18356,13.102298,80.147482,34,463.06,12.903441,80.239348,2016-09-22 01:42:17,19.0,53,Taxi AC,11.0
18357,13.066745,77.690804,27,302.18,12.889484,77.589748,2016-10-11 13:56:48,10.0,51,taxi Non Ac,15.0
18358,25.344736,82.986154,44,76.32,25.389169,82.995958,2016-01-18 07:34:39,,59,AC bus,
18359,22.684282,88.419807,26,44.44,22.567592,88.39206,2016-03-26 09:33:15,,10,mini Bus,
18360,19.213257,72.854698,42,880.02,19.066878,72.840648,2016-09-22 00:29:26,,82,Auto rickshaw,
18361,28.689756,77.034586,48,880.0,28.635493,77.016105,2015-07-26 12:08:15,,80,Auto Rickshaw,
18362,12.940196,80.200336,47,480.0,13.201104,80.153219,2015-03-22 13:50:12,28.0,58,taxi non ac,17.0
18363,19.102448,72.859357,46,57.78,19.1151,72.847207,2016-02-28 22:31:36,,8,Metro,
18364,28.591561,77.020846,15,80.0,28.631054,76.980068,2016-09-04 08:22:47,,19,ac bus,
18365,28.704429,77.124205,43,1096.0,28.593106,77.046262,2016-03-26 17:20:22,20.0,50,taxi ac,17.0
18366,22.469631,88.43249,40,60.29,22.683407,88.375263,2015-09-09 07:41:09,,5,Mini Bus,
18367,12.924519,77.547561,45,34.27,12.875563,77.707476,2016-12-09 01:39:46,,13,mini bus,
18368,12.948699,77.567286,21,266.22,12.852491,77.710222,2015-06-10 17:58:17,12.0,13,Taxi AC,8.0
18369,19.190791,72.857894,36,78.4,19.018195,72.836406,2015-11-14 02:00:29,,52,ac bus,
18370,12.94198,80.171851,24,33.74,13.09519,80.218544,2015-09-02 05:26:45,,0,mini Bus,
18371,19.05354,72.864324,30,69.33,19.089926,72.869363,2016-08-16 14:57:17,,56,AC Bus,
18372,12.992441,77.69686,39,426.22,12.90631,77.502892,2016-09-04 03:55:36,,26,Auto rickshaw,
18373,28.704934,77.065988,14,71.67,28.716787,76.99641,2016-10-23 00:55:45,,26,Mini bus,
18374,22.455938,88.410677,45,42.5,22.583729,88.379754,2016-07-10 00:46:57,,58,Metro,
18375,12.89502,80.230451,35,360.01,13.170254,80.146452,2016-06-05 00:35:03,,48,auto rickshaw,
18376,19.146845,72.879218,40,61.03,19.066012,72.840916,2016-05-12 12:38:05,,39,Bus,
18377,22.468968,88.388159,4,58.8,22.468956,88.398917,2015-05-14 09:06:48,2.0,1,Taxi AC,4.0
18378,12.888786,77.472237,46,614.44,13.020277,77.5025,2015-04-21 05:07:23,,81,AUTO RICKSHAW,
18379,12.979921,80.182232,45,610.9,13.182193,80.139318,2016-09-19 04:55:11,23.0,67,Taxi AC,13.0
18380,12.98153,80.168775,45,37.14,13.103191,80.173812,2015-12-05 11:07:08,,17,AC bus,
18381,13.063343,80.253787,48,38.65,13.192811,80.228498,2016-03-28 14:51:27,,52,AC bus,
18382,12.886044,80.137154,34,442.46,12.904747,80.208718,2015-12-08 01:43:32,29.0,17,Taxi AC,8.0
18383,19.219005,72.879179,44,937.2,19.028402,72.836796,2015-05-17 01:08:51,17.0,5,Taxi AC,7.0
18384,22.660165,88.395978,12,17.0,22.680956,88.383737,2015-11-24 11:16:17,,16,Metro,
18385,22.483252,88.378858,9,33.0,22.460332,88.410407,2016-01-04 02:42:07,,14,Mini bus,
18386,25.373854,82.999499,30,81.62,25.269119,83.016004,2016-01-14 23:48:12,,16,Mini Bus,
18387,19.220218,72.859815,9,44.0,19.171139,72.865922,2016-06-08 22:08:42,,13,mini bus,
18388,28.5939,77.135609,24,70.29,28.596792,77.168539,2016-05-25 18:45:19,,10,mini Bus,
18389,13.149177,80.198643,38,35.11,13.149634,80.214428,2015-02-20 16:57:51,,29,bus,
18390,28.650362,77.197149,44,66.25,28.581631,76.963108,2015-10-12 21:45:21,,42,mini Bus,
18391,25.262584,83.000581,27,560.83,25.327536,82.969752,2015-12-06 16:57:47,10.0,9,taxi non ac,19.0
18392,22.620864,88.442112,15,211.2,22.707326,88.410052,2015-03-18 03:19:05,25.0,15,taxi Non ac,12.0
18393,22.465136,88.427093,10,80.0,22.520943,88.401999,2015-09-07 18:55:25,,13,Auto Rickshaw,
18394,13.080479,80.19207,31,404.45,12.925372,80.25933,2015-11-09 03:34:23,27.0,10,taxi ac,15.0
18395,28.755714,77.058461,21,43.33,28.687361,77.151819,2015-09-25 15:53:04,,11,Metro,
18396,25.382674,82.993074,48,1371.7,25.300682,82.961979,2016-09-01 04:59:10,27.0,93,Taxi AC,5.0
18397,12.863384,77.508581,26,325.89,13.050222,77.545533,2015-02-08 14:24:39,17.0,5,taxi ac,13.0
18398,28.570441,77.20195,43,788.33,28.613748,77.041226,2015-07-26 14:26:27,,53,Auto Rickshaw,
18399,19.050291,72.862285,43,52.25,19.022709,72.865642,2016-05-17 05:05:23,,16,mini Bus,
18400,28.720089,77.187879,35,68.42,28.669429,77.200203,2015-12-10 15:45:29,,26,Bus,
18401,25.285247,82.97573,42,64.38,25.346333,83.005701,2016-01-14 16:09:21,,34,Mini Bus,
18402,22.598395,88.445591,41,557.15,22.534246,88.386921,2015-09-08 06:58:07,18.0,21,Taxi non Ac,11.0
18403,19.096133,72.859071,17,29.33,19.020099,72.876359,2015-01-28 05:35:20,,13,metro,
18404,22.553734,88.431924,19,256.3,22.515966,88.397455,2015-03-21 08:10:00,19.0,1,Taxi non Ac,12.0
18405,28.619363,77.091588,21,100.0,28.635519,77.222925,2016-07-01 06:24:42,,20,Ac Bus,
18406,25.262804,83.003777,9,208.08,25.320579,82.982498,2015-03-25 08:12:11,26.0,14,taxi non Ac,0.0
18407,28.711683,77.053077,36,63.94,28.66705,76.992311,2016-08-07 22:33:35,,69,Metro,
18408,13.071118,77.519968,36,275.4,13.003816,77.629118,2016-12-15 09:52:25,,29,Auto rickshaw,
18409,19.136075,72.849936,16,62.67,19.146122,72.844931,2015-02-16 12:57:18,,24,mini Bus,
18410,25.347243,82.992997,32,85.39,25.381764,83.021063,2015-10-11 00:07:07,,2,mini bus,
18411,25.326885,83.023677,16,412.0,25.357904,82.973167,2016-11-07 19:09:10,30.0,13,Taxi AC,18.0
18412,28.712336,77.138594,28,51.58,28.72835,77.215669,2016-08-14 21:32:35,,21,metro,
18413,28.726709,77.031795,38,101.78,28.579939,77.022207,2015-01-07 01:20:38,,60,ac bus,
18414,13.145431,80.17644,33,437.71,13.16415,80.200779,2015-06-16 22:22:22,30.0,28,taxi ac,12.0
18415,28.705342,76.972585,25,46.95,28.681223,77.073393,2015-12-08 17:12:28,,15,Metro,
18416,19.12161,72.880703,31,49.7,19.190895,72.858814,2016-06-22 15:53:07,,56,Bus,
18417,13.06679,80.177722,12,31.2,13.065192,80.188935,2016-07-16 09:21:06,,11,Mini bus,
18418,19.193866,72.843485,13,24.0,19.14368,72.88023,2016-06-23 11:07:49,,5,Metro,
18419,12.944211,80.241109,21,34.4,12.938368,80.247104,2016-05-15 17:19:29,,21,bus,
18420,12.906147,77.647264,47,501.93,13.107776,77.532265,2015-05-06 12:42:13,12.0,42,Taxi non ac,14.0
18421,19.104495,72.881935,36,51.15,19.027624,72.837482,2016-03-07 21:18:48,,29,metro,
18422,19.066189,72.850223,27,44.67,19.096365,72.84339,2015-09-24 13:23:15,,33,Bus,
18423,12.932844,80.254086,28,24.76,13.081673,80.224008,2016-02-19 15:15:32,,22,Metro,
18424,19.059633,72.848509,17,48.45,19.151024,72.881642,2016-08-08 12:41:12,,19,Bus,
18425,22.727086,88.401281,34,56.53,22.499263,88.387054,2016-10-02 01:10:43,,19,AC Bus,
18426,13.072707,77.712414,47,37.54,13.131126,77.680038,2015-05-24 03:54:47,,9,metro,
18427,19.109424,72.838372,12,212.67,19.184982,72.883321,2015-07-03 17:43:52,24.0,22,taxi non ac,12.0
18428,22.532176,88.389008,20,160.0,22.618603,88.381106,2016-05-10 10:15:06,,7,Auto Rickshaw,
18429,19.17677,72.870662,17,29.33,19.04879,72.87119,2015-05-04 13:13:42,,32,Metro,
18430,25.33852,83.013288,11,61.67,25.333597,83.022817,2015-08-27 08:10:49,,4,Mini bus,
18431,19.152471,72.837946,8,85.33,19.08972,72.837872,2016-09-13 09:30:36,,15,auto rickshaw,
18432,28.621918,76.978425,43,1237.5,28.723556,77.040894,2016-06-02 21:25:27,15.0,85,Taxi AC,11.0
18433,12.929585,80.18382,22,47.2,13.115438,80.154349,2015-12-13 19:45:13,,31,Mini bus,
18434,22.503053,88.448471,46,47.05,22.639681,88.379962,2016-07-02 08:36:09,,17,ac bus,
18435,19.07119,72.881568,22,78.67,19.063193,72.852085,2015-07-08 01:39:18,,40,Mini bus,
18436,22.697987,88.442865,40,487.0,22.503793,88.393242,2016-09-20 20:15:14,30.0,13,taxi Non ac,4.0
18437,28.675848,77.221528,25,46.95,28.682433,77.076616,2016-06-15 06:58:57,,15,metro,
18438,28.676021,77.004925,24,514.3,28.735895,77.165162,2015-11-23 06:51:26,,37,AUTO RICKSHAW,
18439,13.172993,80.230232,42,24.08,13.07285,80.15799,2015-05-10 21:34:02,,78,Bus,
18440,13.035046,77.686731,49,28.72,12.885451,77.561894,2016-05-05 19:13:37,,91,Bus,
