,FARE
16077,300.83
16078,63.44
16079,47.05
16080,62.67
16081,55.4
16082,37.64
16083,34.4
16084,43.86
16085,837.83
16086,72.22
16087,148.8
16088,406.73
16089,889.53
16090,39.63
16091,58.89
16092,35.73
16093,54.56
16094,401.4
16095,40.0
16096,62.27
16097,443.0
16098,276.67
16099,36.12
16100,1193.5
16101,261.0
16102,514.3
16103,204.0
16104,54.44
16105,40.53
16106,614.59
16107,59.3
16108,78.33
16109,37.43
16110,404.16
16111,429.0
16112,37.64
16113,852.5
16114,43.33
16115,95.0
16116,42.5
16117,53.62
16118,76.67
16119,22.82
16120,37.97
16121,266.4
16122,78.33
16123,631.84
16124,42.15
16125,49.02
16126,16.0
16127,58.0
16128,59.25
16129,759.66
16130,1073.83
16131,748.0
16132,67.19
16133,32.89
16134,57.26
16135,762.5
16136,86.67
16137,158.95
16138,462.88
16139,146.0
16140,26.04
16141,1142.9
16142,23.28
16143,46.33
16144,44.44
16145,74.67
16146,52.22
16147,26.48
16148,90.0
16149,1201.2
16150,722.87
16151,49.3
16152,37.36
16153,494.7
16154,963.0
16155,31.43
16156,46.21
16157,63.33
16158,229.33
16159,50.15
16160,216.0
16161,431.52
16162,76.0
16163,368.9
16164,32.61
16165,688.33
16166,221.1
16167,46.22
16168,149.33
16169,407.66
16170,448.0
16171,864.42
16172,72.22
16173,228.58
16174,78.42
16175,525.0
16176,233.2
16177,237.6
16178,30.67
16179,228.58
16180,59.3
16181,68.42
16182,64.8
16183,24.5
16184,103.33
16185,426.25
16186,390.0
16187,31.88
16188,59.56
16189,31.68
16190,164.57
16191,129.03
16192,25.14
16193,35.09
16194,320.83
16195,200.17
16196,160.0
16197,422.5
16198,33.15
16199,83.33
16200,41.67
16201,114.29
16202,526.68
16203,75.0
16204,35.62
16205,44.44
16206,391.2
16207,969.1
16208,285.72
16209,32.49
16210,560.56
16211,41.31
16212,37.85
16213,1206.7
16214,462.67
16215,67.19
16216,435.6
16217,34.09
16218,70.29
16219,80.0
16220,36.83
16221,50.17
16222,137.15
16223,22.53
16224,922.0
16225,445.72
16226,57.33
16227,374.43
16228,30.08
16229,43.35
16230,33.33
16231,533.28
16232,30.58
16233,25.52
16234,33.72
16235,41.67
16236,1127.0
16237,137.15
16238,685.73
16239,40.21
16240,79.73
16241,562.32
16242,174.86
16243,45.4
16244,252.0
16245,663.33
16246,349.44
16247,23.78
16248,33.6
16249,400.01
16250,37.28
16251,46.21
16252,46.13
16253,70.29
16254,247.62
16255,58.98
16256,21.79
16257,47.18
16258,1053.36
16259,516.45
16260,482.46
16261,788.48
16262,707.16
16263,289.43
16264,396.0
16265,93.5
16266,55.0
16267,342.86
16268,31.33
16269,34.9
16270,37.77
16271,348.48
16272,216.0
16273,32.84
16274,482.0
16275,240.0
16276,828.67
16277,267.75
16278,50.0
16279,98.0
16280,46.4
16281,77.37
16282,33.31
16283,38.92
16284,29.0
16285,1080.0
16286,576.4
16287,30.4
16288,74.67
16289,31.35
16290,38.38
16291,817.16
16292,40.99
16293,317.33
16294,425.57
16295,399.33
16296,33.79
16297,72.11
16298,394.29
16299,43.89
16300,52.81
16301,373.08
16302,35.7
16303,68.4
16304,43.86
16305,45.4
16306,129.2
16307,355.83
16308,637.6
16309,216.0
16310,528.01
16311,561.01
16312,387.5
16313,685.73
16314,505.0
16315,34.0
16316,376.8
16317,47.09
16318,28.17
16319,128.0
16320,728.59
16321,664.22
16322,52.89
16323,34.18
16324,292.32
16325,32.7
16326,27.0
16327,278.3
16328,764.28
16329,262.9
16330,31.88
16331,676.0
16332,477.84
16333,733.33
16334,40.84
16335,41.78
16336,488.58
16337,38.15
16338,40.03
16339,410.26
16340,320.5
16341,36.83
16342,67.19
16343,38.88
16344,26.19
16345,690.0
16346,32.09
16347,530.71
16348,424.29
16349,31.87
16350,68.4
16351,27.72
16352,86.67
16353,70.0
16354,47.44
16355,22.67
16356,194.29
16357,26.04
16358,95.0
16359,265.54
16360,36.51
16361,35.22
16362,201.15
16363,63.33
16364,38.06
16365,347.22
16366,540.96
16367,35.7
16368,279.0
16369,371.8
16370,57.02
16371,60.0
16372,91.67
16373,420.75
16374,168.0
16375,587.73
16376,266.67
16377,545.95
16378,1106.6
16379,58.33
16380,520.94
16381,329.15
16382,56.0
16383,39.75
16384,70.83
16385,27.09
16386,508.5
16387,51.0
16388,158.4
16389,50.03
16390,30.1
16391,82.89
16392,765.0
16393,48.85
16394,620.4
16395,36.0
16396,51.05
16397,37.54
16398,722.87
16399,685.73
16400,22.1
16401,33.39
16402,68.13
16403,373.2
16404,483.12
16405,485.1
16406,374.0
16407,728.0
16408,627.8
16409,68.89
16410,38.88
16411,37.14
16412,565.58
16413,31.61
16414,664.3
16415,78.4
16416,420.0
16417,999.17
16418,646.67
16419,32.0
16420,183.6
16421,549.5
16422,946.67
16423,35.33
16424,383.9
16425,38.63
16426,728.59
16427,37.33
16428,393.44
16429,487.68
16430,59.37
16431,21.33
16432,32.83
16433,946.0
16434,66.67
16435,419.33
16436,47.18
16437,76.67
16438,23.66
16439,534.3
16440,44.44
16441,500.22
16442,45.79
16443,77.37
16444,40.03
16445,53.0
16446,41.62
16447,49.3
16448,34.0
16449,38.79
16450,495.0
16451,508.83
16452,415.29
16453,528.01
16454,30.08
16455,67.02
16456,73.87
16457,32.8
16458,349.72
16459,500.22
16460,396.0
16461,51.23
16462,99.89
16463,74.07
16464,24.25
16465,49.25
16466,172.8
16467,31.43
16468,90.0
16469,72.18
16470,315.0
16471,480.48
16472,98.0
16473,876.7
16474,35.22
16475,92.94
16476,792.87
16477,89.16
16478,49.54
16479,742.5
16480,187.44
16481,1178.6
16482,120.0
16483,69.82
16484,645.0
16485,34.27
16486,55.11
16487,87.28
16488,596.2
16489,42.4
16490,74.07
16491,51.91
16492,30.69
16493,30.67
16494,717.75
16495,34.65
16496,46.67
16497,62.5
16498,103.33
16499,73.44
16500,69.44
16501,35.55
16502,801.0
16503,49.54
16504,114.29
16505,1063.33
16506,65.33
16507,26.04
16508,28.67
16509,393.44
16510,63.94
16511,40.53
16512,747.27
16513,45.4
16514,56.53
16515,565.0
16516,360.65
16517,169.0
16518,31.33
16519,555.0
16520,432.0
16521,81.0
16522,39.19
16523,30.88
16524,54.0
16525,513.06
16526,921.8
16527,70.29
16528,308.58
16529,68.13
16530,527.0
16531,31.33
16532,26.98
16533,54.56
16534,50.87
16535,26.31
16536,52.81
16537,49.54
16538,67.19
16539,39.17
16540,984.78
16541,372.48
16542,66.31
16543,531.52
16544,53.68
16545,62.5
16546,530.11
16547,44.97
16548,23.0
16549,88.33
16550,385.2
16551,218.8
16552,270.3
16553,617.16
16554,201.6
16555,176.0
16556,423.72
16557,731.94
16558,72.11
16559,75.26
16560,74.07
16561,77.84
16562,54.56
16563,75.95
16564,57.78
16565,64.0
16566,31.33
16567,53.12
16568,560.0
16569,462.87
16570,360.0
16571,36.0
16572,32.21
16573,42.0
16574,91.05
16575,204.0
16576,216.0
16577,25.0
16578,965.83
16579,36.63
16580,843.33
16581,34.0
16582,46.13
16583,24.69
16584,43.31
16585,54.56
16586,1021.45
16587,436.0
16588,30.02
16589,95.0
16590,315.0
16591,76.0
16592,94.22
16593,34.44
16594,42.4
16595,44.07
16596,29.46
16597,87.28
16598,33.15
16599,34.11
16600,887.7
16601,437.36
16602,443.52
16603,327.86
16604,1001.67
16605,55.55
16606,33.6
16607,44.97
16608,561.6
16609,43.33
16610,422.0
16611,25.35
16612,371.88
16613,579.36
16614,29.82
16615,39.7
16616,39.67
16617,44.67
16618,160.0
16619,29.21
16620,928.58
16621,209.6
16622,52.22
16623,25.07
16624,753.06
16625,24.02
16626,53.0
16627,25.52
16628,85.0
16629,24.0
16630,44.2
16631,35.62
16632,43.55
16633,342.0
16634,48.0
16635,202.67
16636,48.36
16637,62.74
16638,50.15
16639,407.57
16640,438.72
16641,565.73
16642,613.53
16643,89.16
16644,23.24
16645,52.0
16646,72.0
16647,630.3
16648,176.0
16649,70.84
16650,33.33
16651,877.0
16652,361.68
16653,728.59
16654,261.0
16655,61.9
16656,355.96
16657,45.0
16658,42.51
16659,51.05
16660,93.33
16661,65.28
16662,57.74
16663,861.67
16664,73.15
16665,34.0
16666,53.68
16667,63.94
16668,40.35
16669,315.35
16670,63.29
16671,60.56
16672,61.78
16673,333.0
16674,149.6
16675,219.26
16676,50.96
16677,284.15
16678,25.35
16679,34.74
16680,73.15
16681,670.83
16682,98.0
16683,57.33
16684,171.6
16685,45.05
16686,648.12
16687,315.77
16688,278.3
16689,71.05
16690,305.58
16691,14.45
16692,112.0
16693,392.7
16694,445.92
16695,348.0
16696,435.0
16697,79.48
16698,613.14
16699,407.15
16700,31.82
16701,29.6
16702,489.6
16703,853.6
16704,40.8
16705,24.0
16706,44.32
16707,1036.0
16708,392.14
16709,505.46
16710,502.7
16711,752.58
16712,58.98
16713,267.75
16714,81.0
16715,37.14
16716,32.84
16717,55.11
16718,806.67
16719,49.32
16720,417.45
16721,225.0
16722,85.39
16723,266.47
16724,648.08
16725,60.55
16726,33.0
16727,797.13
16728,32.67
16729,52.37
16730,28.8
16731,947.1
16732,190.48
16733,38.63
16734,433.2
16735,752.4
16736,280.8
16737,817.16
16738,862.4
16739,77.22
16740,50.87
16741,282.2
16742,461.28
16743,361.68
16744,75.33
16745,220.88
16746,26.67
16747,61.05
16748,30.1
16749,1103.3
16750,158.0
16751,508.0
16752,609.18
16753,69.44
16754,831.42
16755,792.87
16756,329.12
16757,924.0
16758,36.0
16759,81.42
16760,390.72
16761,75.0
16762,45.6
16763,28.46
16764,306.0
16765,674.17
16766,406.72
16767,770.0
16768,60.56
16769,61.05
16770,55.55
16771,55.25
16772,43.31
16773,90.44
16774,277.72
16775,288.01
16776,72.35
16777,32.84
16778,43.55
16779,473.45
16780,350.88
16781,54.0
16782,691.44
16783,72.0
16784,893.75
16785,11.2
16786,53.48
16787,53.0
16788,34.11
16789,787.0
16790,638.98
16791,710.6
16792,435.0
16793,746.0
16794,39.44
16795,302.18
16796,20.0
16797,228.58
16798,96.71
16799,244.8
16800,1158.0
16801,48.36
16802,46.42
16803,445.2
16804,47.95
16805,39.67
16806,41.6
16807,430.65
16808,74.8
16809,98.33
16810,443.27
16811,33.33
16812,17.07
16813,63.33
16814,453.6
16815,68.31
16816,653.33
16817,205.33
16818,502.5
16819,363.73
16820,26.24
16821,47.69
16822,26.31
16823,84.78
16824,63.33
16825,213.33
16826,55.83
16827,333.7
16828,971.3
16829,81.62
16830,31.68
16831,675.73
16832,445.33
16833,36.51
16834,42.51
16835,76.67
16836,78.4
16837,40.69
16838,47.0
16839,814.0
16840,48.36
16841,35.11
16842,33.79
16843,489.75
16844,34.11
16845,37.43
16846,48.6
16847,65.33
16848,25.26
16849,275.4
16850,46.22
16851,34.9
16852,237.6
16853,283.33
16854,170.0
16855,24.5
16856,36.5
16857,67.82
16858,46.13
16859,45.79
16860,31.82
16861,22.67
16862,580.0
16863,684.2
16864,43.31
16865,24.93
16866,66.85
16867,65.0
16868,194.4
16869,70.0
16870,36.0
16871,999.17
16872,37.97
16873,244.8
16874,525.0
16875,63.33
16876,63.44
16877,376.8
16878,156.0
16879,405.0
16880,348.93
16881,520.94
16882,32.83
16883,23.66
16884,304.77
16885,45.52
16886,334.29
16887,103.33
16888,753.06
16889,59.3
16890,32.49
16891,984.78
16892,40.0
16893,593.08
16894,34.74
16895,190.48
16896,668.15
16897,32.7
16898,558.19
16899,49.32
16900,296.5
16901,27.72
16902,173.33
16903,23.0
16904,46.42
16905,48.44
16906,34.65
16907,51.91
16908,42.5
16909,383.35
16910,47.09
16911,40.53
16912,100.0
16913,28.0
16914,41.11
16915,875.6
16916,72.84
16917,852.0
16918,35.42
16919,24.93
16920,43.86
16921,66.11
16922,754.17
16923,29.55
16924,32.09
16925,30.1
16926,402.05
16927,68.13
16928,31.88
16929,31.67
16930,46.13
16931,21.67
16932,26.31
16933,19.55
16934,520.94
16935,402.24
16936,61.78
16937,90.0
16938,525.0
16939,68.4
16940,627.5
16941,234.67
16942,35.22
16943,627.2
16944,48.05
16945,888.8
16946,332.4
16947,86.67
16948,537.0
16949,581.5
16950,561.01
16951,66.11
16952,485.0
16953,206.55
16954,65.28
16955,50.1
16956,585.68
16957,57.78
16958,48.49
16959,440.0
16960,520.94
16961,29.21
16962,68.4
16963,260.64
16964,444.0
16965,176.0
16966,22.1
16967,770.0
16968,62.74
16969,192.0
16970,29.82
16971,32.55
16972,946.4
16973,704.92
16974,246.4
16975,32.17
16976,1034.0
16977,304.26
16978,29.07
16979,246.84
16980,338.0
16981,74.21
16982,52.38
16983,671.73
16984,524.83
16985,35.22
16986,78.42
16987,271.04
16988,751.67
16989,470.22
16990,604.56
16991,68.89
16992,98.0
16993,37.97
16994,1078.0
16995,200.93
16996,479.33
16997,43.73
16998,47.44
16999,34.4
17000,452.1
17001,32.0
17002,41.04
17003,716.47
17004,136.67
17005,34.67
17006,430.1
17007,590.87
17008,47.95
17009,56.66
17010,308.58
17011,437.0
17012,56.0
17013,16.0
17014,42.51
17015,64.0
17016,24.02
17017,621.44
17018,68.05
17019,78.42
17020,23.15
17021,68.05
17022,540.0
17023,380.96
17024,340.8
17025,37.07
17026,839.3
17027,35.58
17028,19.2
17029,31.4
17030,40.14
17031,165.6
17032,49.98
17033,11.9
17034,96.67
17035,80.0
17036,61.56
17037,239.83
17038,39.29
17039,29.21
17040,74.07
17041,65.28
17042,459.6
17043,244.8
17044,541.44
17045,30.0
17046,442.08
17047,94.22
17048,50.75
17049,668.8
17050,749.76
17051,95.0
17052,570.0
17053,244.8
17054,54.56
17055,34.18
17056,57.67
17057,44.67
17058,81.0
17059,101.78
17060,38.06
17061,53.75
17062,305.25
17063,61.5
17064,58.0
17065,354.17
17066,252.0
17067,637.08
17068,30.0
17069,61.67
17070,96.71
17071,55.0
17072,741.67
17073,41.54
17074,41.6
17075,707.16
17076,964.33
17077,56.84
17078,22.0
17079,73.15
17080,391.5
17081,342.0
17082,43.26
17083,40.0
17084,425.92
17085,26.04
17086,298.4
17087,435.0
17088,33.31
17089,36.55
17090,40.69
17091,898.0
17092,53.0
17093,24.69
17094,44.32
17095,36.63
17096,450.0
17097,29.33
17098,52.38
17099,324.0
17100,42.51
17101,34.74
17102,57.74
17103,722.33
17104,74.07
17105,836.0
17106,38.06
17107,420.75
17108,34.89
17109,47.44
17110,48.6
17111,518.65
17112,40.14
17113,921.92
17114,78.33
17115,35.42
17116,320.01
17117,45.16
17118,58.98
17119,32.83
17120,83.5
17121,70.84
17122,28.46
17123,510.0
17124,58.33
17125,1162.0
17126,63.29
17127,408.0
17128,384.0
17129,266.67
17130,318.86
17131,616.0
17132,50.0
17133,68.13
17134,72.22
17135,55.83
17136,651.44
17137,817.67
17138,42.8
17139,1134.1
17140,8.8
17141,771.44
17142,534.6
17143,33.15
17144,283.77
17145,516.12
17146,34.9
17147,45.92
17148,25.5
17149,573.6
17150,33.29
17151,169.2
17152,405.04
17153,36.81
17154,323.2
17155,34.67
17156,26.04
17157,35.22
17158,342.86
17159,59.25
17160,29.21
17161,77.22
17162,113.6
17163,466.1
17164,314.42
17165,72.0
17166,532.39
17167,33.73
17168,396.0
17169,38.06
17170,168.0
17171,1137.0
17172,685.8
17173,36.83
17174,827.2
17175,377.91
17176,45.52
17177,48.97
17178,43.89
17179,26.87
17180,21.0
17181,43.86
17182,72.35
17183,471.9
17184,37.54
17185,46.33
17186,904.17
17187,48.49
17188,57.76
17189,44.17
17190,778.25
17191,547.5
17192,35.0
17193,32.21
17194,349.72
17195,269.5
17196,465.63
17197,230.45
17198,502.87
17199,36.83
17200,471.9
17201,462.87
17202,211.6
17203,23.66
17204,1277.1
17205,61.56
17206,495.0
17207,392.5
17208,36.5
17209,40.53
17210,57.67
17211,40.0
17212,35.22
17213,857.08
17214,590.7
17215,38.33
17216,42.63
17217,240.0
17218,77.37
17219,584.83
17220,42.5
17221,36.77
17222,51.11
17223,40.84
17224,72.11
17225,572.0
17226,31.4
17227,691.44
17228,197.12
17229,34.9
17230,58.8
17231,33.39
17232,458.48
17233,204.67
17234,94.83
17235,297.0
17236,16.8
17237,47.47
17238,973.28
17239,229.5
17240,311.52
17241,16.8
17242,54.5
17243,252.0
17244,321.44
17245,48.36
17246,539.55
17247,41.26
17248,73.33
17249,36.16
17250,70.0
17251,874.17
17252,180.0
17253,77.72
17254,256.0
17255,633.05
17256,40.53
17257,183.33
17258,73.44
17259,645.0
17260,10.67
17261,732.0
17262,324.0
17263,675.84
17264,43.89
17265,664.3
17266,53.33
17267,51.23
17268,92.94
17269,72.11
17270,46.67
17271,452.1
17272,60.76
17273,70.84
17274,751.3
17275,280.0
17276,32.3
17277,54.74
17278,589.17
17279,53.68
17280,28.17
17281,44.53
17282,175.95
17283,166.65
17284,43.24
17285,300.0
17286,385.88
17287,66.85
17288,35.58
17289,64.8
17290,664.3
17291,72.11
17292,13.0
17293,63.33
17294,590.87
17295,42.18
17296,65.33
17297,29.95
17298,486.39
17299,825.0
17300,35.7
17301,21.05
17302,23.66
17303,297.84
17304,176.0
17305,402.05
17306,43.41
17307,56.66
17308,1073.83
17309,230.0
17310,37.6
17311,581.53
17312,17.33
17313,183.2
17314,58.89
17315,49.54
17316,24.0
17317,43.24
17318,839.0
17319,27.72
17320,28.9
17321,53.75
17322,592.2
17323,36.12
17324,1096.7
17325,32.7
17326,517.0
17327,158.4
17328,51.11
17329,530.64
17330,39.75
17331,47.54
17332,27.38
17333,36.67
17334,45.16
17335,24.25
17336,24.69
17337,95.0
17338,15.3
17339,101.78
17340,364.65
17341,62.27
17342,26.04
17343,1044.08
17344,24.73
17345,82.89
17346,709.8
17347,776.67
17348,16.15
17349,40.0
17350,49.73
17351,50.94
17352,450.12
17353,54.72
17354,51.91
17355,38.36
17356,16.0
17357,45.79
17358,74.07
17359,89.16
17360,29.21
17361,45.0
17362,30.63
17363,74.21
17364,23.66
17365,510.0
17366,415.2
17367,297.33
17368,495.0
17369,492.87
17370,565.73
17371,81.0
17372,843.33
17373,65.28
17374,22.67
17375,47.2
17376,50.67
17377,15.73
17378,522.2
17379,274.67
17380,197.37
17381,978.08
17382,96.11
17383,48.0
17384,34.0
17385,68.05
17386,63.7
17387,156.2
17388,664.3
17389,759.17
17390,796.4
17391,37.31
17392,814.3
17393,558.0
17394,75.38
17395,30.24
17396,559.0
17397,42.51
17398,333.33
17399,402.05
17400,29.28
17401,72.11
17402,47.18
17403,79.91
17404,295.72
17405,81.0
17406,261.0
17407,75.26
17408,49.0
17409,485.01
17410,70.83
17411,305.36
17412,20.0
17413,28.31
17414,60.27
17415,41.67
17416,29.28
17417,540.83
17418,69.06
17419,33.74
17420,32.3
17421,23.78
17422,46.42
17423,32.8
17424,294.17
17425,74.67
17426,70.0
17427,38.88
17428,80.0
17429,34.67
17430,23.15
17431,179.2
17432,387.09
17433,964.7
17434,54.63
17435,30.08
17436,91.67
17437,186.67
17438,500.28
17439,806.67
17440,53.5
17441,540.0
17442,28.17
17443,328.52
17444,47.44
17445,23.78
17446,34.67
17447,252.0
17448,495.0
17449,52.81
17450,43.41
17451,57.33
17452,31.03
17453,49.45
17454,54.67
17455,506.6
17456,490.3
17457,36.46
17458,455.84
17459,605.0
17460,48.0
17461,463.33
17462,43.2
17463,71.67
17464,53.33
17465,36.94
17466,709.28
17467,128.0
17468,297.44
17469,33.5
17470,478.55
17471,41.62
17472,304.77
17473,557.15
17474,1009.0
17475,37.46
17476,515.9
17477,39.44
17478,792.0
17479,72.18
17480,99.89
17481,464.67
17482,53.62
17483,49.54
17484,430.32
17485,26.07
17486,578.3
17487,271.48
17488,345.84
17489,85.39
17490,284.07
17491,162.69
17492,57.78
17493,41.67
17494,616.0
17495,616.0
17496,402.42
17497,49.54
17498,37.36
17499,50.17
17500,614.4
17501,561.5
17502,55.4
17503,26.8
17504,541.0
17505,47.69
17506,27.09
17507,973.33
17508,63.29
17509,448.8
17510,573.9
17511,49.25
17512,48.42
17513,35.73
17514,1008.48
17515,156.75
17516,60.27
17517,182.86
17518,70.29
17519,365.0
17520,229.2
17521,1036.75
17522,478.87
17523,62.5
17524,75.0
17525,479.4
17526,590.87
17527,473.09
17528,430.1
17529,342.72
17530,360.65
17531,26.04
17532,65.28
17533,638.0
17534,31.73
17535,43.0
17536,380.96
17537,53.33
17538,64.8
17539,691.68
17540,68.13
17541,687.6
17542,51.91
17543,478.67
17544,37.6
17545,103.33
17546,53.62
17547,25.5
17548,42.8
17549,96.71
17550,449.28
17551,53.75
17552,54.0
17553,47.54
17554,46.4
17555,34.65
17556,77.84
17557,618.12
17558,295.08
17559,58.52
17560,708.84
17561,56.53
17562,36.8
17563,236.58
17564,39.46
17565,42.27
17566,180.84
17567,11.2
17568,92.33
17569,167.62
17570,40.31
17571,27.38
17572,405.79
17573,37.77
17574,55.0
17575,360.8
17576,160.0
17577,29.55
17578,49.33
17579,62.67
17580,301.58
17581,56.0
17582,74.35
17583,488.33
17584,850.83
17585,37.64
17586,78.42
17587,36.63
17588,320.01
17589,792.88
17590,320.01
17591,60.55
17592,480.0
17593,14.4
17594,567.36
17595,77.22
17596,277.72
17597,65.28
17598,430.1
17599,70.0
17600,57.74
17601,61.05
17602,32.84
17603,234.0
17604,39.38
17605,45.05
17606,36.83
17607,480.0
17608,78.42
17609,62.5
17610,78.0
17611,397.47
17612,32.58
17613,241.33
17614,75.38
17615,45.0
17616,58.98
17617,36.46
17618,32.83
17619,68.13
17620,31.33
17621,32.78
17622,34.61
17623,35.33
17624,37.85
17625,253.33
17626,31.68
17627,601.08
17628,502.87
17629,697.62
17630,578.5
17631,730.58
17632,42.5
17633,475.72
17634,46.13
17635,37.56
17636,22.37
17637,68.13
17638,49.7
17639,279.0
17640,32.25
17641,535.92
17642,480.78
17643,30.0
17644,57.33
17645,28.17
17646,40.8
17647,58.89
17648,45.16
17649,42.94
17650,56.21
17651,1100.02
17652,465.0
17653,63.7
17654,70.5
17655,58.33
17656,85.39
17657,98.0
17658,770.0
17659,55.0
17660,77.22
17661,43.7
17662,47.47
17663,557.15
17664,266.67
17665,26.67
17666,645.83
17667,26.31
17668,14.0
17669,503.58
17670,30.08
17671,417.18
17672,630.67
17673,733.33
17674,396.91
17675,36.0
17676,60.56
17677,621.44
17678,38.38
17679,1103.3
17680,20.0
17681,29.0
17682,572.88
17683,27.09
17684,51.11
17685,23.0
17686,144.0
17687,411.44
17688,51.0
17689,727.5
17690,36.24
17691,33.6
17692,477.95
17693,65.28
17694,27.55
17695,479.66
17696,555.87
17697,123.75
17698,884.17
17699,90.0
17700,29.6
17701,392.7
17702,63.33
17703,247.5
17704,40.0
17705,514.08
17706,368.0
17707,57.76
17708,32.17
17709,371.58
17710,57.78
17711,291.84
17712,70.67
17713,789.0
17714,243.0
17715,465.3
17716,519.75
17717,526.67
17718,269.5
17719,40.83
17720,554.27
17721,18.4
17722,200.8
17723,329.46
17724,517.0
17725,45.52
17726,98.0
17727,44.17
17728,53.75
17729,604.8
17730,224.0
17731,115.6
17732,22.95
17733,55.11
17734,427.3
17735,32.8
17736,331.5
17737,87.28
17738,251.24
17739,51.11
17740,537.16
17741,40.21
17742,439.45
17743,731.13
17744,192.0
17745,208.8
17746,300.0
17747,28.31
17748,41.65
17749,39.29
17750,38.92
17751,530.83
17752,143.0
17753,30.45
17754,552.29
17755,69.06
17756,490.42
17757,177.83
17758,376.75
17759,51.05
17760,172.04
17761,36.51
17762,66.67
17763,58.03
17764,108.8
17765,99.89
17766,30.67
17767,600.01
17768,472.0
17769,98.0
17770,191.86
17771,771.44
17772,27.72
17773,770.0
17774,40.99
17775,404.8
17776,100.0
17777,45.16
17778,86.67
17779,57.33
17780,26.19
17781,68.4
17782,1184.7
17783,22.82
17784,44.2
17785,806.67
17786,160.0
17787,465.0
17788,1086.8
17789,51.15
17790,384.0
17791,528.01
17792,46.4
17793,53.75
17794,600.01
17795,605.0
17796,688.42
17797,874.5
17798,259.05
17799,34.0
17800,54.44
17801,265.0
17802,45.47
17803,559.9
17804,145.2
17805,647.53
17806,22.4
17807,133.33
17808,430.76
17809,43.41
17810,517.0
17811,660.01
17812,297.0
17813,49.02
17814,226.67
17815,364.32
17816,343.23
17817,30.63
17818,27.09
17819,190.48
17820,68.42
17821,215.83
17822,45.92
17823,288.0
17824,47.95
17825,14.4
17826,66.31
17827,80.0
17828,29.72
17829,41.54
17830,418.51
17831,86.67
17832,565.73
17833,427.17
17834,1006.72
17835,80.0
17836,34.71
17837,275.4
17838,468.0
17839,40.8
17840,74.45
17841,795.3
17842,898.33
17843,30.0
17844,53.33
17845,38.74
17846,63.7
17847,42.5
17848,727.83
17849,864.16
17850,70.0
17851,59.37
17852,213.33
17853,28.9
17854,41.26
17855,60.56
17856,435.0
17857,583.44
17858,568.33
17859,566.0
17860,769.33
17861,67.82
17862,30.88
17863,525.0
17864,55.83
17865,420.75
17866,45.92
17867,819.5
17868,405.17
17869,919.6
17870,46.7
17871,152.38
17872,34.0
17873,508.72
17874,519.49
17875,36.5
17876,455.94
17877,62.5
17878,387.2
17879,235.11
17880,459.5
17881,291.25
17882,148.5
17883,467.97
17884,270.0
17885,38.33
17886,374.0
17887,68.42
17888,63.33
17889,777.48
17890,52.68
17891,39.56
17892,361.68
17893,480.0
17894,23.94
17895,361.08
17896,75.26
17897,53.13
17898,30.0
17899,257.15
17900,462.0
17901,72.22
17902,905.0
17903,48.85
17904,32.67
17905,852.5
17906,364.65
17907,688.0
17908,80.0
17909,936.1
17910,34.18
17911,43.89
17912,351.6
17913,41.44
17914,52.68
17915,456.8
17916,713.46
17917,1265.0
17918,35.62
17919,57.69
17920,487.33
17921,363.79
17922,570.0
17923,32.21
17924,54.72
17925,47.47
17926,588.03
17927,69.06
17928,57.78
17929,280.0
17930,711.04
17931,62.74
17932,50.96
17933,60.0
17934,56.21
17935,174.93
17936,77.22
17937,133.83
17938,71.33
17939,393.8
17940,36.94
17941,31.87
17942,224.0
17943,43.41
17944,43.33
17945,361.44
17946,475.72
17947,481.44
17948,41.62
17949,1076.17
17950,33.74
17951,504.17
17952,33.33
17953,61.56
17954,380.96
17955,49.91
17956,59.3
17957,33.31
17958,65.31
17959,672.0
17960,33.73
17961,90.44
17962,514.3
17963,400.01
17964,65.31
17965,834.9
17966,172.8
17967,120.0
17968,588.0
17969,363.6
17970,1007.6
17971,39.19
17972,94.83
17973,214.2
17974,26.87
17975,20.4
17976,24.53
17977,578.0
17978,45.0
17979,506.5
17980,34.67
17981,48.97
17982,382.51
17983,275.4
17984,46.67
17985,25.52
17986,75.26
17987,63.7
17988,324.0
17989,371.58
17990,70.0
17991,77.37
17992,50.03
17993,61.33
17994,495.0
17995,66.67
17996,921.8
17997,93.33
17998,115.2
17999,885.0
18000,74.45
18001,30.0
18002,87.28
18003,74.07
18004,75.26
18005,38.27
18006,34.67
18007,55.83
18008,58.98
18009,306.72
18010,60.27
18011,134.4
18012,62.5
18013,382.4
18014,666.6
18015,675.73
18016,117.34
18017,38.22
18018,37.97
18019,20.4
18020,165.6
18021,280.0
18022,825.0
18023,40.14
18024,59.25
18025,502.87
18026,450.01
18027,36.32
18028,36.5
18029,66.66
18030,51.05
18031,1171.5
18032,36.5
18033,293.33
18034,31.33
18035,775.0
18036,76.0
18037,24.25
18038,47.09
18039,85.83
18040,69.06
18041,794.17
18042,74.45
18043,285.72
18044,70.0
18045,34.18
18046,36.8
18047,21.33
18048,204.05
18049,16.0
18050,63.33
18051,56.23
18052,303.6
18053,76.67
18054,62.13
18055,51.91
18056,75.95
18057,32.09
18058,72.18
18059,90.0
18060,54.26
18061,69.82
18062,702.6
18063,43.9
18064,39.38
18065,651.44
18066,56.66
18067,28.46
18068,430.1
18069,668.8
18070,58.03
